Subcategory,Name,Address1,Address2,City,State,Zip,Email,Phone,FAX,OccupancyType,OccupancyNotes,MapPage,FireAlarmPanelLoc,MasterKeyLoc,BuildingHeight,NumberOfFloors,BasementPresent,Width,Length,SquareFeet,GasLPGShutoffLoc,ElectricalPanelLoc,FDConnections,SprinklerRoomLoc,OtherLocInfo,WaterSupplyInfo,ExposureInfo,HazMat,BuildingAccess,AccessProblems,VentilationProblems,TimeNormallyOccupied,PrePlanNotes,UserOccupancyID,LicenseNumber,NumberOfUnits,OccupancyLoad,UBCode,NFPACode,IBCode,AssessorParcelNumber,NumberMilepost,StreetPrefixDirection,StreetOrHighwayName,StreetType,StreetSuffix,AptOrSuite,ISOID,Latitude,CriticalInfrastructure,BuildingNumber,YearBuilt,Longitude,NFIRSPropertyUse,AssessedValue,NationalGrid,UtilityBillingNumber,RoofTypeId,RoofMaterialId,RoofConstructionId,ConstructionTypeId,StationID,DispatchID,Population DensityID
A1 Theaters / Performing Arts (Liquor Lic.),Cornstock ,1700 N Park RD,,Peoria,IL,61604,,,,A-1 Theaters,,,,,,,,,,,,,,,,,,,,,,,,108106 - 5,,,,,,,,1700,N,Park,RD,,,,40.7078699,,Restrooms Bldg,,-89.6254581,181,0,16T BL 7821 0964,,,,,,3,,
A1 Theaters / Performing Arts (Liquor Lic.),Cornstock ,1700 N Park RD,,Peoria,IL,61604,,,,A-1 Theaters,,,,,,,,,,,,,,,,,,,,,,,,108106 - 6,,,,,,,,1700,N,Park,RD,,,,40.7078699,,Concession Stand,,-89.6254581,181,0,16T BL 7821 0964,,,,,,3,,
A2 Food and Drink (Liquor Lic.),Cracked Pepper,1108 W Glen,,Peoria,IL,61614,,839.2204,,A-2 Restaurants,,1110,,,,2,,0,0,6000,,,,,,,,,,,,,,34400,,,80,,,,,1108,W,Glen,,,,,40.7465499,,,,-89.6087178,161,0,16T  BL  7975  1389,,"Flat - Contains no slope, may or may not have eaves",,,Non-Combustible (All Metal) Class II,11,,Suburban
A2 Food and Drink (Liquor Lic.),Craft 309,500 Hamilton BLVD,,Peoria,IL,61602,,,,R-1 Hotel,,111,,,,,,,,,,,,,,,,,,,,,,1196 - 1,,,,,,,,500,,Hamilton,BLVD,,,,40.695372,,,,-89.5900626,449,0,16T BL 8114 0813,,,,,Fire Resistive Class I,1,,
A3 Worship and Recreation,Creativity Uncorked ,815 SW Adams ST,,Peoria,IL,61605,createuncorked.com,309.807.9694,,A-3 Art Galleries,,203,,,,,,,,,,,,,,,,,,,,,,49272,,,,,,,,815,SW,Adams,ST,,,,40.686238,,,,-89.599081,569,0,16T BL 8036 0717,,,,,Ordinary (Joisted Masonry) Class III,8,,
A3 Worship and Recreation,CROSS FIT NORTH PEORIA,8002 N Sommer ST,,Peoria,IL,61614,,(309) 232-2367,,A-3 Gymnasiums,,1508,,,20,1,No,60,120,7200,,,,,,,,,,,,,,108097,,,,,,,,8002,N,Sommer,ST,,,,40.7849719,,,,-89.6129478,141,0,16T BL 795* 181*,,,,,Ordinary (Joisted Masonry) Class III,15,,
A2 Food and Drink (Liquor Lic.),Crows Nest,633 E Lake AVE,,Peoria,IL,61614,,,,A-2 taverns and Bars,,,,,,1,0,0,0,2400,,,,,,,,,,,,,,28884,,,,,,,,633,E,Lake,AVE,,,,40.739547,,,,-89.583933,162,0,16T BL 8182 1304,,,,,Ordinary (Joisted Masonry) Class III,10,,
A2 Food and Drink,Culver's,4612 N University ST,,Peoria,IL,61614,,,,A-2 Restaurants,,,,,,,,,,,,,,,,,,,,,,,,26611,,,,,,,,4612,N,University,ST,,,,40.7439847,,,,-89.6118946,,0,,,,,,,,,
A2 Food and Drink,Culvers,5019 W Holiday DR,,Peoria,IL,61615,,309 692-2366,,A-2 Restaurants,,1913,,,15,1,0,60,80,4800,,,,,,,,,,,,,,23597,,,25,,,,,5019,W,Holiday,DR,,,,40.7750678,,,,-89.6724309,161,0,,,,,,Fire Resistive Class I,19,,
A2 Food and Drink (Liquor Lic.),Cursens I,426 E War Memorial DR,,Peoria,IL,61614,,,,A-2 taverns and Bars,,,,,25,1,0,0,0,4000,,,,,,,,,,,,,,11065,,,240,,,,,426,E,War Memorial,DR,,,,40.7320718,,,,-89.5876145,162,0,16T BL 8150 1220,,"Flat - Contains no slope, may or may not have eaves",Rubber Membrane,Rafter/Joist Construction,Wood Frame Class V,10,,
A2 Food and Drink (Liquor Lic.),Cyd's,5805 N Knoxville AVE,,Peoria,IL,61614,,,,A-2 Restaurants,,,,,,2,1,0,0,5701,,,,,,,,,,,,,,6385 - 1,,,114,,,,,5805,N,Knoxville,AVE,,,,40.7573178,,,,-89.598373,161,0,16T BL 8073 1508,,,,,Wood Frame Class V,16,,Suburban
A2 Food and Drink,Dairy Queen,4204 N Sheridan RD,,Peoria,IL,61614,,309-685-2706,,A-2 Restaurants,,1112,,,,,,,,,,,,,,,,,,,,,,485653,,,,,,,,4204,N,Sheridan,RD,,,,40.7386946,,,,-89.6024846,161,0,16T  BL  8025  1300,,,,,Wood Frame Class V,11,,
A2 Food and Drink,Dairy Queen,7601 N Grand Prairie DR,,Peoria,IL,61615,,,,A-2 Restaurants,,,,,,,,,,,,,,,,,,,,,,,,485654,,,,,,,,7601,N,Grand Prairie,DR,,,,40.7804422,,,,-89.6762948,519,0,16T  BL  7416  1783,,,,,Ordinary (Joisted Masonry) Class III,19,,
A2 Food and Drink,DAIRY QUEEN,8530 N Knoxville AVE,,Peoria,IL,61615,,(309) 693-8194,,A-2 Restaurants,,1525,,,12,1,No,60,40,2176,Charlie side,Delta side,,,,,,,,,,8:00am to 11:00pm,,9179,,,,,,,,8530,N,Knoxville,AVE,,,,40.7918913,,,,-89.603489,160,0,16T BL 803* 189*,,,,,,15,,
A2 Food and Drink (Liquor Lic.),Dan's Tow Bar,1923 SW Adams ST,,Peoria,IL,61605,,309.678.7881,,A-2 taverns and Bars,,,,,,2,,,,1800,,,,,,,,,,,,,,11937,,,46,,,,,1923,SW,Adams,ST,,,,40.678049,,,,-89.611125,162,0,,,,,,Wood Frame Class V,,,
A2 Food and Drink (Liquor Lic.),Daves Bar,901 S Shelley ST,,Peoria,IL,61605,,,,A-2 taverns and Bars,,414,,,25,2,1,0,0,1800,,,,,,,,,,,,,,9505,,,36,,,,,901,S,Shelley,ST,,,,40.679229,,,,-89.617442,162,0,16T BL 7880 0644,,Gable - two sloping planes of the same pitch on each side,Fiberglass Shingles,Rafter/Joist Construction,Wood Frame Class V,4,,
A3 Worship and Recreation,Dayton Avenue Baptist Church,3707 N Dayton AVE,,Peoria,IL,61614,,,,A-3 Churches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3707,N,Dayton,AVE,,,,40.732351,,,,-89.571049,,0,,,,,,,,,
A1 Theaters / Performing Arts,Denver Mattress ,7618 N State Route 91,,Peoria,IL,61615,,309-693-9196,,M- Sales Room,,,,,,,,,,,,,,,,,,,,,,,,485492 - 1,,,,,,,,7618,N,State Route 91,,,,,40.7806582,,,,-89.668672,539,0,,,,,,,19,,
A5 Outdoor Sporting Events,Detweiller Park,8327 N Galena RD,,Peoria,IL,61615,,,,A-1,Public park,,,,,,,,,,,,,,,,,,,,,,,108046,,,,,,,,8327,N,Galena,RD,,,,40.792304,,,,-89.5793438,931,0,,,,,,,12,,
A2 Food and Drink (Liquor Lic.),Diesel,629 Main ST,,Peoria,IL,61602,,,,A-2 Night Clubs,,,,,,3,,0,0,2500,Basement,Basement,Alpha side of Building,,,,,,,,,,,9335,,,133,,,,,629,,Main,ST,,,,40.6954066,,,,-89.5937304,162,0,16T BL 8085 0818,,,,,Ordinary (Joisted Masonry) Class III,1,,
A2 Food and Drink (Liquor Lic.),Dixie Rose Country Cabaret,104 South ST,,Peoria,IL,61605,,,,A-2 taverns and Bars,,,,,,1,0,0,0,1500,,,,,,,,,,,,,,9267,,,55,,,,,104,,South,ST,,,,40.6747015,,,,-89.6121191,162,0,16T BL 7922 0592,,,,,Ordinary (Joisted Masonry) Class III,4,,
A2 Food and Drink,Dominos,10408 N Centerway DR #H,,Peoria,IL,61615,,,,A-2 Restaurants,,,,Knox box,16,1,no,26,75,1950,C side,C side,,,,,,,,,,,,49278 - 3,,,30,,,,,10408,N,Centerway,DR,,H,,40.8153348,,,2016,-89.6144609,161,0,16T BL 7949 2154,,"Flat - Contains no slope, may or may not have eaves",,,Non-Combustible (All Metal) Class II,20,,
A2 Food and Drink (Liquor Lic.),Donnelly's Pub,4501 N Rockwood RD,,Peoria,IL,61604,,,,A-2 taverns and Bars,,1305,,,,1,,,,6000,,,,,,,,,,,,,,10345,,,,,,,,4501,N,Rockwood,RD,,,,40.7321655,,,,-89.632997,162,0,16T BL 7758 1348,,,,,Wood Frame Class V,13,,
A5 Outdoor Sporting Events (Liquor Lic.),Donovan Park,5805 N Knoxville AVE,,Peoria,IL,61614,,,,A-5,,,,,,,,,,,,,,,,,,,,,,,,6385,,,,,,,,5805,N,Knoxville,AVE,,,,40.7573178,,,,-89.598373,120,0,,,,,,,16,,
A2 Food and Drink (Liquor Lic.),Double A's,7716 N State Route 91,,Peoria,IL,61615,,,,A-2 Restaurants,,,,,,,,,,,,,,,,,,,,,,,,43963,,,,,,,,7716,N,State Route 91,,,,,40.776981,,,,-89.6734718,,0,,,,,,,,,
A2 Food and Drink (Liquor Lic.),Double A's Pizza Pub,7301 N Radnor RD,,Peoria,IL,61615,aaron@doubleapizza.com,309-692-0800,,A-2 Restaurants,,,,,,1,,,,2500,,,,,,,,,,,,,,,,,,,,,,7301,N,Radnor,RD,,,,40.777047,,,,-89.6511406,161,0,16T  BL  7633  1738,,,,,Heavy Timber Class IV,19,,
A5 Outdoor Sporting Events,Dozer Park,730 SW Jefferson AVE,,Peoria,IL,61605,,309-680-4001,,A-5 Stadiums,,,,,,2,,0,0,92000,,,,,,,,,,,,During base ball season,,24369,,,,,,,,730,SW,Jefferson,AVE,,,,40.687506,,,,-89.597807,123,0,16T BL 8048 0731,,"Flat - Contains no slope, may or may not have eaves",Rubber Membrane with a pea gravel surface,"Steel, Open Web",Non-Combustible (All Metal) Class II,8,,
A2 Food and Drink (Liquor Lic.),Dream,2205 SW Washington ST,,Peoria,IL,61605,,,,A-2 taverns and Bars,AKA Klub Karma,414,,,,1,1,0,0,4400,,,,,,,,,,,,,,13157,,,,,,,,2205,SW,Washington,ST,,,,40.6751056,,,,-89.6130572,162,0,16T BL 7915 0597,,"Flat - Contains no slope, may or may not have eaves",Rubber Membrane,Rafter/Joist Construction,Wood Frame Class V,4,,
A2 Food and Drink (Liquor Lic.),Duffy's,1900 W Antoinette ST,,Peoria,IL,61605,,309 676-1366,,A-2 taverns and Bars,,,,,,2,,,,1000,,,,,,,,,,,,,,1667,,,,,,,,1900,W,Antoinette,ST,,,,40.677447,,,,-89.623299,162,0,16T BL 7829 0627,,,,,Ordinary (Joisted Masonry) Class III,4,,
A2 Food and Drink,Edge,5832 N Knoxville AVE #K,,Peoria,IL,61614,,309-692-3343,,A-2 Restaurants,,1645,,,12,1,0,60,80,2166,,,,,,,,cleaning supplies 7 Gal,,,,,,50557,,,,,,,,5832,N,Knoxville,AVE,,K,,40.7581085,,,,-89.5927866,161,0,16T BL 8131 1509,,"Flat - Contains no slope, may or may not have eaves",Rubber Membrane,"Steel, Open Web",Wood Frame Class V,16,,
A2 Food and Drink (Liquor Lic.),El Habanero,823 NE Jefferson AVE,,Peoria,IL,61603,,657.581,,A-2 Restaurants,SFR on second floor,111,,,,,,,,,,,,,,,,,,,,,,485579,,,,,,,,823,NE,Jefferson,AVE,,,,40.6989111,,,,-89.5813612,161,0,16T BL 8190 0853,,,,,Ordinary (Joisted Masonry) Class III,1,,
A4 Indoor Sporting Events,Elevate Trampoline,8800 N Allen RD,,Peoria,IL,61615,,966.0231,,A-4,,2024,Front door,Front door knox box,22,1,No,0,0,35100,,,,East end of building interior. The risers are for this tenant only.,,,,,,,,1000-2100,,108033 - 1,,,522,,,,,8800,N,Allen,RD,,,,40.795173,,,,-89.6297249,120,0,16T BL 7812 1937,,"Flat - Contains no slope, may or may not have eaves",,,Non-Combustible (All Metal) Class II,20,,
A2 Food and Drink (Liquor Lic.),Elks Lodge #483,1101 SW Jefferson AVE,,Peoria,IL,61605,,,,A-2 Night Clubs,,203,,,,1,0,0,0,5500,,,,,,,,,,,,,,11595,,,340,,,,,1101,SW,Jefferson,AVE,,,,40.6850914,,,,-89.6034203,162,0,16T BL 7999 0706,,Hip - sloping planes of the same pitch on four sides,Fiberglass Shingles,Rafter/Joist Construction,Wood Frame Class V,8,,
A2 Food and Drink (Liquor Lic.),Elliotts,7807 N University ST,,Peoria,IL,61614,,,,A-2 taverns and Bars,,1507,,,25,1,0,0,0,5400,,,,,,,,,,,,,,23637,,,98,,,,,7807,N,University,ST,,,,40.7824699,,,,-89.6221126,162,0,16T BL 7874 1791,,"Flat - Contains no slope, may or may not have eaves",Rubber Membrane,Rafter/Joist Construction,Ordinary (Joisted Masonry) Class III,15,,
A2 Food and Drink (Liquor Lic.),Els Lodge #20,1 Elks DR,,Peoria,IL,61604,,,,A-2 Restaurants,,,,,,2,,,,8500,,,,,,,,,,,,,,15228,,,,,,,,1,,Elks,DR,,,,40.6832341,,,,-89.6358666,,0,16T BL 7725 0693,,,,,Wood Frame Class V,,,
A1 Theaters / Performing Arts (Liquor Lic.),Exposition Gardens,1601 W Northmoor RD,,Peoria,IL,61614,,,,A-3 Exhibition Halls,,,,,25,1,0,52,40,2080,,,,,,,,,,,,,,465 - 4,,,,,,,,1601,W,Northmoor,RD,,,,40.7651611,,Labor Bldg,,-89.6181524,129,0,16T BL 7901 1598,,Gable - two sloping planes of the same pitch on each side,Fiberglass Shingles,Rafter/Joist Construction,Wood Frame Class V,16,,
A1 Theaters / Performing Arts (Liquor Lic.),Exposition Gardens,1601 W Northmoor RD,,Peoria,IL,61614,,,,A-3 Exhibition Halls,,,,,,1,0,30,30,900,,,,,,,,,,,,,,465 - 3,,,,,,,,1601,W,Northmoor,RD,,,,40.7651611,,Bathroom Bldg,,-89.6181524,129,0,16T BL 7901 1598,,Gable - two sloping planes of the same pitch on each side,Fiberglass Shingles,Rafter/Joist Construction,Wood Frame Class V,16,,
A1 Theaters / Performing Arts (Liquor Lic.),Exposition Gardens,1601 W Northmoor RD,,Peoria,IL,61614,,,,A-3 Exhibition Halls,,,,,25,1,0,88,70,6160,,,,,,,,,,,,,,465 - 2,,,,,,,,1601,W,Northmoor,RD,,,,40.7651611,,F S Shelter,,-89.6181524,129,0,16T BL 7901 1598,,Gable - two sloping planes of the same pitch on each side,Fiberglass Shingles,"Steel, Open Web",Wood Frame Class V,16,,
A1 Theaters / Performing Arts (Liquor Lic.),Exposition Gardens,1601 W Northmoor RD,,Peoria,IL,61614,,,,A-3 Exhibition Halls,,,,,25,1,0,83,37,3071,,,,,,,,,Lock 1990,,,Events Heart of Illinois Fair,,465 - 1,,,,,,,,1601,W,Northmoor,RD,,,,40.7651611,,Ameren Bldg,,-89.6181524,129,0,16T BL 7901 1598,,Gable - two sloping planes of the same pitch on each side,Fiberglass Shingles,"Steel, Open Web",Wood Frame Class V,16,,
A1 Theaters / Performing Arts (Liquor Lic.),Exposition Gardens,1601 W Northmoor RD,,Peoria,IL,61614,,,,A-3 Exhibition Halls,,,,,25,1,0,60,100,6000,,,,,,,,,Lock 1993,,,,,465 - 7,,,,,,,,1601,W,Northmoor,RD,,,,40.7651611,,Phoptgraphy Bldg,,-89.6181524,129,0,16T BL 7901 1598,,Gable - two sloping planes of the same pitch on each side,Fiberglass Shingles,Rafter/Joist Construction,Wood Frame Class V,16,,
A1 Theaters / Performing Arts (Liquor Lic.),Exposition Gardens,1601 W Northmoor RD,,Peoria,IL,61614,,,,A-3 Exhibition Halls,,,,,25,1,0,80,186,14880,,,,,,,,,,,,,,465 - 11,,,,,,,,1601,W,Northmoor,RD,,,,40.7651611,,Dairy Bldg,,-89.6181524,129,0,16T BL 7901 1598,,Gable - two sloping planes of the same pitch on each side,Fiberglass Shingles,Rafter/Joist Construction,Wood Frame Class V,16,,
A1 Theaters / Performing Arts (Liquor Lic.),Exposition Gardens,1601 W Northmoor RD,,Peoria,IL,61614,,,,A-3 Exhibition Halls,,,,,25,1,0,80,186,14880,,,,,,,,,,,,,,465 - 12,,,,,,,,1601,W,Northmoor,RD,,,,40.7651611,,Livestock Bldg,,-89.6181524,129,0,16T BL 7901 1598,,Gable - two sloping planes of the same pitch on each side,Organic Shingles,Rafter/Joist Construction,Wood Frame Class V,16,,
A1 Theaters / Performing Arts (Liquor Lic.),Exposition Gardens,1601 W Northmoor RD,,Peoria,IL,61614,,,,A-3 Exhibition Halls,,,,,25,1,0,60,100,6000,,,,,,,,,Lock 1996,,,,,465 - 13,,,,,,,,1601,W,Northmoor,RD,,,,40.7651611,,Ag Pavilion,,-89.6181524,129,0,16T BL 7901 1598,,Gable - two sloping planes of the same pitch on each side,Fiberglass Shingles,Rafter/Joist Construction,Wood Frame Class V,16,,
A1 Theaters / Performing Arts (Liquor Lic.),Exposition Gardens,1601 W Northmoor RD,,Peoria,IL,61614,,,,A-3 Exhibition Halls,,,,,25,1,0,60,100,6000,,,,,,,,,Lock 1994,,,,,465 - 15,,,,,,,,1601,W,Northmoor,RD,,,,40.7651611,,Hobbies Bldg,,-89.6181524,129,0,16T BL 7901 1598,,Gable - two sloping planes of the same pitch on each side,Fiberglass Shingles,Rafter/Joist Construction,Wood Frame Class V,16,,
A1 Theaters / Performing Arts (Liquor Lic.),Exposition Gardens,1601 W Northmoor RD,,Peoria,IL,61614,,,,A-3 Exhibition Halls,,,,,25,1,0,80,186,14880,,,,,,,,,,,,,,465 - 17,,,,,,,,1601,W,Northmoor,RD,,,,40.7651611,,Beef Building,,-89.6181524,819,0,16T BL 7901 1598,,Gable - two sloping planes of the same pitch on each side,Fiberglass Shingles,Rafter/Joist Construction,Wood Frame Class V,16,,
A1 Theaters / Performing Arts (Liquor Lic.),Exposition Gardens,1601 W Northmoor RD,,Peoria,IL,61614,,,,A-3 Exhibition Halls,,,,,25,1,0,80,186,14880,,,,,,,,,,,,,,465 - 18,,,,,,,,1601,W,Northmoor,RD,,,,40.7651611,,Sheep/Swine Bldg,,-89.6181524,819,0,16T BL 7901 1598,,Gable - two sloping planes of the same pitch on each side,Fiberglass Shingles,Rafter/Joist Construction,Wood Frame Class V,16,,
A1 Theaters / Performing Arts (Liquor Lic.),Exposition Gardens,1601 W Northmoor RD,,Peoria,IL,61614,,,,A-3 Exhibition Halls,,,,,25,1,0,60,100,6000,,,,,,,,,,,,,,465 - 19,,,,,,,,1601,W,Northmoor,RD,,,,40.7651611,,Swine Bldg,,-89.6181524,819,0,16T BL 7901 1598,,Gable - two sloping planes of the same pitch on each side,Fiberglass Shingles,Rafter/Joist Construction,Wood Frame Class V,16,,
A1 Theaters / Performing Arts (Liquor Lic.),Exposition Gardens,1601 W Northmoor RD,,Peoria,IL,61614,,,,A-3 Exhibition Halls,,,,,25,1,0,80,186,14880,,,,,,,,,,,,,,465 - 16,,,,,,,,1601,W,Northmoor,RD,,,,40.7651611,,Beef/Dairy Bldg,,-89.6181524,819,0,16T BL 7901 1598,,Gable - two sloping planes of the same pitch on each side,Fiberglass Shingles,Rafter/Joist Construction,Wood Frame Class V,16,,
A1 Theaters / Performing Arts (Liquor Lic.),Exposition Gardens,1601 W Northmoor RD,,Peoria,IL,61614,,,,A-3 Exhibition Halls,,,,,25,1,0,68,37,2516,,,,,,,,,,,,,,465 - 5,,,,,,,,1601,W,Northmoor,RD,,,,40.7651611,,Maintenance Bldg,,-89.6181524,129,0,16T BL 7901 1598,,Gable - two sloping planes of the same pitch on each side,Fiberglass Shingles,"Steel, Open Web",Non-Combustible (All Metal) Class II,16,,
A1 Theaters / Performing Arts (Liquor Lic.),Exposition Gardens,1601 W Northmoor RD,,Peoria,IL,61614,,,,A-3 Exhibition Halls,,,,,25,1,0,60,100,6000,,,,,,,,,Lock 1991,,,,,465 - 9,,,,,,,,1601,W,Northmoor,RD,,,,40.7651611,,Food/Textiles Bldg,,-89.6181524,129,0,16T BL 7901 1598,,Gable - two sloping planes of the same pitch on each side,Fiberglass Shingles,Rafter/Joist Construction,Wood Frame Class V,16,,
A1 Theaters / Performing Arts (Liquor Lic.),Exposition Gardens,1601 W Northmoor RD,,Peoria,IL,61614,,,,A-3 Exhibition Halls,,,,,,1,,,,5032,,,,,,,,,,,,,,465 - 20,,,,,,,,1601,W,Northmoor,RD,,,,40.7651611,,Youth Bldg,,-89.6181524,129,0,16T BL 7901 1598,,,,,Wood Frame Class V,16,,
A1 Theaters / Performing Arts (Liquor Lic.),Exposition Gardens,1601 W Northmoor RD,,Peoria,IL,61614,,,,A-3 Exhibition Halls,,,,,,1,,,,32500,,,,,,,,,,,,,,465 - 10,,,,,,,,1601,W,Northmoor,RD,,,,40.7651611,,Main Show Area,,-89.6181524,129,0,16T BL 7901 1598,,,,,Wood Frame Class V,16,,
A1 Theaters / Performing Arts (Liquor Lic.),Exposition Gardens,1601 W Northmoor RD,,Peoria,IL,61614,,,,A-3 Exhibition Halls,,,,,,1,,,,12500,,,,,,,,,,,,,,465 - 14,,,,,,,,1601,W,Northmoor,RD,,,,40.7651611,,Opera House,,-89.6181524,181,0,16T BL 7901 1598,,,,,Wood Frame Class V,16,,
A1 Theaters / Performing Arts (Liquor Lic.),Exposition Gardens,1601 W Northmoor RD,,Peoria,IL,61614,,,,A-3 Exhibition Halls,Master for Exposition Gardens,,,,,1,,,,1,,,,,,,,,,,,,,465,,,,,,,,1601,W,Northmoor,RD,,,,40.7651611,,,,-89.6181524,129,0,16T BL 7901 1598,,,,,Wood Frame Class V,16,,
A1 Theaters / Performing Arts (Liquor Lic.),Exposition Gardens,1601 W Northmoor RD,,Peoria,IL,61614,,,,A-3 Exhibition Halls,,,,,,1,,,,5032,,,,,,,,,,,,,,465 - 8,,,,,,,,1601,W,Northmoor,RD,,,,40.7651611,,Floriculture,,-89.6181524,129,0,16T BL 7901 1598,,,,,Wood Frame Class V,16,,
A1 Theaters / Performing Arts (Liquor Lic.),Exposition Gardens,1601 W Northmoor RD,,Peoria,IL,61614,,,,A-3 Exhibition Halls,,,,,,1,,,,5035,,,,,,,,,,,,,,465 - 6,,,,,,,,1601,W,Northmoor,RD,,,,40.7651611,,Dog House Bldg,,-89.6181524,129,0,16T BL 7901 1598,,,,,Wood Frame Class V,16,,
A1 Theaters / Performing Arts (Liquor Lic.),Exposition Gardens,1601 W Northmoor RD,,Peoria,IL,61614,,,,A-3 Exhibition Halls,,,,,,1,,,,69000,,,,,,,,,,,,,,465 - 21,,,,,,,,1601,W,Northmoor,RD,,,,40.7651611,,Grounds,,-89.6181524,129,0,16T BL 7901 1598,,,,,,16,,
A2 Food and Drink,Express Wok,7815 N Knoxville AVE,,Peoria,IL,61614,,,,A-2 Restaurants,,,,,,,,,,,,,,,,,,,,,,,,108064 - 2,,,,,,,,7815,N,Knoxville,AVE,,,,40.7824094,,,,-89.60425,,0,,,,,,,15,,
A2 Food and Drink (Liquor Lic.),Famous City Bistro,629 W Glen AVE,,Peoria,IL,61614,,,,A-2 Restaurants,,1111,,,25,1,0,0,0,2500,,,,,,,,,,,,,,16653,,,90,,,,,629,W,Glen,AVE,,,,40.7471257,,,,-89.6025996,161,0,16T BL 8027 1394,,,,,Ordinary (Joisted Masonry) Class III,11,,
A2 Food and Drink (Liquor Lic.),Famous Dave's,7411 N Grand Prairie DR,,Peoria,IL,61615,,309-691-7427,,A-2 Restaurants,,1902,,,25,1,0,0,0,4225,,,,,,,,,,,,Day evening,,27285,,,175,,,,,7411,N,Grand Prairie,DR,,,,40.7783212,,,,-89.6768741,161,0,16T BL 7410 1759,,"Flat - Contains no slope, may or may not have eaves",Rubber Membrane,Rafter/Joist Construction,Wood Frame Class V,19,,
A3 Worship and Recreation,First United Methodist Church,116 NE Perry AVE,,Peoria,IL,61603,,,,A-3 Churches,,,,,,,,,,,,,,,,,,,,,,,,12040,,,,,,,,116,NE,Perry,AVE,,,,40.6958892,,,,-89.5927096,,0,,,,,,,,,
A2 Food and Drink (Liquor Lic.),Fish House,4919 N University ST,,Peoria,IL,61614,,,,A-2 Restaurants,,,,,,2,0,0,0,6000,,,,,,,,,,,,,,13792,,,190,,,,,4919,N,University,ST,,,,40.7476654,,,,-89.6129967,161,0,,,Mansard - two sloping planes of different pitch on each of four sides,Fiberglass Shingles,Rafter/Joist Construction,Wood Frame Class V,11,,Suburban
A2 Food and Drink,Five Guys,2601 W Lake AVE #A-7,,Peoria,IL,61614,,309-688-6040,,A-2 Restaurants,,1305,,,,,,,,,,,,,,,,,,,,,,45287 - 6,,,,,,,,2601,W,Lake,AVE,,A-7,,40.7406743,,,,-89.6344525,161,0,16T  BL  7756  1330,,,,,Non-Combustible (All Metal) Class II,13,,
A2 Food and Drink (Liquor Lic.),Flat Top Grill,5201 W War Memorial DR #120,,Peoria,IL,61615,,,,A-2 Restaurants,,1902,,,30,1,0,0,0,5000,,,,,,,,,,,,,,108062 - 2,,,225,,,,,5201,W,War Memorial,DR,,120,,40.7813899,,,,-89.6751426,161,0,16T BL 7426 1793,,"Flat - Contains no slope, may or may not have eaves",Rubber Membrane,"Steel, Open Web",Non-Combustible (All Metal) Class II,19,,
A2 Food and Drink (Liquor Lic.),Frendly Valley,3708 N Meadowbrook,,Peoria,IL,61614,,,,A-2 taverns and Bars,,1105,,,20,1,1,0,0,1500,,,,,,,,,,,,,,18178,,,40,,,,,3708,N,Meadowbrook,,,,,40.7325127,,,,-89.6160014,162,0,16T BL 7909 1235,,Arched - Having a hemispherical shape such as bowstring trusses,Rubber Membrane,Rafter/Joist Construction,Wood Frame Class V,11,,
A2 Food and Drink (Liquor Lic.),Garden Gate Tap,1313 W Garden ST,,Peoria,IL,61605,,309 713-1140,,A-2 taverns and Bars,print report.,,,,15,1,1,0,0,1500,,,,,,,,,,,,,Basement access is a trap door behind the bar.,10026,,,45,,,,,1313,W,Garden,ST,,,,40.676132,,,,-89.614315,162,0,,,"Flat - Contains no slope, may or may not have eaves",Rubber Membrane with a pea gravel surface,Rafter/Joist Construction,Ordinary (Joisted Masonry) Class III,4,,
A2 Food and Drink (Liquor Lic.),German American Society,7601 N Harker DR,,Peoria,IL,61615,,,,A-2 Banquet Halls,,,,,,,,0,0,3500,,,,,,,,,,,,,,8515,,,275,,,,,7601,N,Harker,DR,,,,40.77991,,,,-89.626015,140,0,,,,,,Wood Frame Class V,15,,
A3 Worship and Recreation,Get Up Community Center,2637 N Sheridan RD,,Peoria,IL,61614,consolidatedbez@aol.com,,,A-3 Community Halls,,1107,,,,,,,,,,,,,,,,,,,,,,42112,,,,,,,,2637,N,Sheridan,RD,,,,40.7203188,,,,-89.6035975,142,0,16T BL 8010 1096,,,,,Non-Combustible (All Metal) Class II,11,,
A5 Outdoor Sporting Events,Golf learning Center,7815 N Radnor RD,,Peoria,IL,61615,,,,A-5,,,,,,,,,,,,,,,,,,,,,,,,27755,,,,,,,,7815,N,Radnor,RD,,,,40.7831483,,,,-89.6499992,,0,,,,,,,,,
A2 Food and Drink (Liquor Lic.),Good Tequilas Mexican Bar & Grill,5025 W American Prairie DR,,Peoria,IL,61615,,,,A-2 Restaurants,,1902,,,,1,0,0,0,6000,,,,,,,,,,,,,,36713,,,230,,,,,5025,W,American Prairie,DR,,,,40.7824803,,,,-89.6723523,161,0,16T BL 7448 1812,,"Flat - Contains no slope, may or may not have eaves",Rubber Membrane,"Steel, Open Web",Ordinary (Joisted Masonry) Class III,19,,
